advanced_through,to_reach,seed,team,frequency
Sweet 16,Elite 8,10,George Mason,0.02
Sweet 16,Elite 8,11,Princeton,0.02
Sweet 16,Elite 8,14,Stephen F. Austin,0.01
Sweet 16,Elite 8,16,Hawaii,0.01
Sweet 16,Elite 8,12,Utah,0.01
Sweet 16,Elite 8,15,Lehigh,0.01
Elite 8,Final Four,2,North Carolina State,0.22
Elite 8,Final Four,2,Connecticut,0.2
Elite 8,Final Four,3,Notre Dame,0.17
Elite 8,Final Four,3,Baylor,0.15
Elite 8,Final Four,2,TCU,0.15
Elite 8,Final Four,2,Duke,0.15
Elite 8,Final Four,3,Oklahoma,0.12
Elite 8,Final Four,4,West Virginia,0.1
Elite 8,Final Four,4,Ohio State,0.08
Elite 8,Final Four,4,North Carolina,0.07
Elite 8,Final Four,3,LSU,0.07
Elite 8,Final Four,5,James Madison,0.06
Elite 8,Final Four,7,UTSA,0.05
Elite 8,Final Four,6,Louisville,0.05
Elite 8,Final Four,9,Alabama,0.04
Elite 8,Final Four,6,Richmond,0.04
Elite 8,Final Four,8,California,0.04
Elite 8,Final Four,6,Oklahoma State,0.04
Elite 8,Final Four,10,Tennessee,0.04
Elite 8,Final Four,4,Creighton,0.04
Elite 8,Final Four,5,South Dakota State,0.04
Elite 8,Final Four,5,Michigan,0.04
Elite 8,Final Four,11,Indiana,0.03
Elite 8,Final Four,6,Iowa,0.03
Elite 8,Final Four,8,Grand Canyon,0.03
Elite 8,Final Four,12,Nebraska,0.03
Elite 8,Final Four,5,Maryland,0.03
Elite 8,Final Four,13,Liberty,0.03
Elite 8,Final Four,13,Montana State,0.02
Elite 8,Final Four,10,Michigan State,0.02
Elite 8,Final Four,7,Ole Miss,0.02
Elite 8,Final Four,11,Vanderbilt,0.02
Elite 8,Final Four,9,Columbia,0.02
Elite 8,Final Four,11,UNLV,0.02
Elite 8,Final Four,7,Kentucky,0.01
Elite 8,Final Four,14,Missouri State,0.01
Elite 8,Final Four,7,Florida State,0.01
Elite 8,Final Four,10,Green Bay,0.01
Elite 8,Final Four,13,Fairfield,0.01
Elite 8,Final Four,12,Illinois,0.01
Elite 8,Final Four,12,Norfolk State,0.01
Elite 8,Final Four,14,Tennessee Tech,0.01
Elite 8,Final Four,8,Kansas State,0.01
Elite 8,Final Four,9,Portland,0.01
Final Four,Championship,3,Notre Dame,0.11
Final Four,Championship,2,Connecticut,0.09
Final Four,Championship,2,North Carolina State,0.08
Final Four,Championship,2,TCU,0.06
Final Four,Championship,2,Duke,0.06
Final Four,Championship,3,Oklahoma,0.06
Final Four,Championship,4,West Virginia,0.06
Final Four,Championship,3,Baylor,0.06
Final Four,Championship,4,North Carolina,0.04
Final Four,Championship,3,LSU,0.04
Final Four,Championship,6,Richmond,0.03
Final Four,Championship,8,Grand Canyon,0.03
Final Four,Championship,4,Ohio State,0.03
Final Four,Championship,9,Alabama,0.02
Final Four,Championship,4,Creighton,0.02
Final Four,Championship,6,Oklahoma State,0.02
Final Four,Championship,5,Maryland,0.02
Final Four,Championship,5,Michigan,0.02
Final Four,Championship,7,Kentucky,0.01
Final Four,Championship,10,Tennessee,0.01
Final Four,Championship,12,Nebraska,0.01
Final Four,Championship,10,Green Bay,0.01
Final Four,Championship,6,Louisville,0.01
Final Four,Championship,5,South Dakota State,0.01
Final Four,Championship,7,UTSA,0.01
Final Four,Championship,5,James Madison,0.01
Final Four,Championship,11,Vanderbilt,0.01
Final Four,Championship,11,UNLV,0.01
Final Four,Championship,12,Norfolk State,0.01
Final Four,Championship,7,Ole Miss,0.01
Final Four,Championship,13,Liberty,0.01
Championship,N/A,2,Connecticut,0.06
Championship,N/A,2,TCU,0.05
Championship,N/A,3,Notre Dame,0.05
Championship,N/A,6,Richmond,0.02
Championship,N/A,8,Grand Canyon,0.02
Championship,N/A,2,North Carolina State,0.02
Championship,N/A,3,Baylor,0.02
Championship,N/A,3,Oklahoma,0.02
Championship,N/A,2,Duke,0.02
Championship,N/A,5,Michigan,0.02
Championship,N/A,7,Kentucky,0.01
Championship,N/A,10,Tennessee,0.01
Championship,N/A,4,North Carolina,0.01
Championship,N/A,12,Nebraska,0.01
Championship,N/A,4,West Virginia,0.01
Championship,N/A,3,LSU,0.01
Championship,N/A,4,Ohio State,0.01
Championship,N/A,7,Ole Miss,0.01
Championship,N/A,5,Maryland,0.01
