advanced_through,to_reach,seed,team,frequency
Elite 8,Final Four,2,Alabama,0.16
Elite 8,Final Four,3,BYU,0.15
Elite 8,Final Four,4,Iowa State,0.11
Elite 8,Final Four,7,Gonzaga,0.11
Elite 8,Final Four,4,Texas Tech,0.11
Elite 8,Final Four,5,Kentucky,0.1
Elite 8,Final Four,4,Maryland,0.09
Elite 8,Final Four,6,Memphis,0.09
Elite 8,Final Four,3,Saint Mary's College,0.09
Elite 8,Final Four,3,Louisville,0.08
Elite 8,Final Four,5,Oregon,0.07
Elite 8,Final Four,6,UCLA,0.06
Elite 8,Final Four,6,Illinois,0.05
Elite 8,Final Four,7,Ole Miss,0.05
Elite 8,Final Four,8,Wisconsin,0.05
Elite 8,Final Four,5,Connecticut,0.05
Elite 8,Final Four,3,Clemson,0.05
Elite 8,Final Four,9,Colorado State,0.04
Elite 8,Final Four,5,Michigan,0.04
Elite 8,Final Four,4,Texas A&M,0.04
Elite 8,Final Four,11,Utah State,0.04
Elite 8,Final Four,10,North Carolina,0.04
Elite 8,Final Four,10,Indiana,0.04
Elite 8,Final Four,8,New Mexico,0.03
Elite 8,Final Four,6,Drake,0.03
Elite 8,Final Four,10,Georgia,0.03
Elite 8,Final Four,12,Liberty,0.03
Elite 8,Final Four,7,Purdue,0.03
Elite 8,Final Four,9,VCU,0.03
Elite 8,Final Four,11,Marquette,0.02
Elite 8,Final Four,9,Xavier,0.02
Elite 8,Final Four,8,Arkansas,0.02
Elite 8,Final Four,8,Arizona,0.02
Elite 8,Final Four,10,UC San Diego,0.02
Elite 8,Final Four,11,Dayton,0.01
Elite 8,Final Four,13,UNCW,0.01
Elite 8,Final Four,13,Akron,0.01
Elite 8,Final Four,12,McNeese,0.01
Elite 8,Final Four,15,Omaha,0.01
Elite 8,Final Four,12,Yale,0.01
Elite 8,Final Four,12,High Point,0.01
Elite 8,Final Four,11,Boise State,0.01
Final Four,Championship,2,Tennessee,0.15
Final Four,Championship,2,Michigan State,0.12
Final Four,Championship,2,Alabama,0.09
Final Four,Championship,2,Saint John's,0.09
Final Four,Championship,4,Iowa State,0.07
Final Four,Championship,3,Saint Mary's College,0.06
Final Four,Championship,3,BYU,0.06
Final Four,Championship,3,Louisville,0.05
Final Four,Championship,6,Illinois,0.04
Final Four,Championship,4,Texas Tech,0.04
Final Four,Championship,4,Maryland,0.04
Final Four,Championship,6,UCLA,0.04
Final Four,Championship,6,Memphis,0.03
Final Four,Championship,5,Kentucky,0.03
Final Four,Championship,5,Connecticut,0.03
Final Four,Championship,7,Gonzaga,0.03
Final Four,Championship,10,Indiana,0.03
Final Four,Championship,8,Arkansas,0.02
Final Four,Championship,11,Utah State,0.02
Final Four,Championship,3,Clemson,0.02
Final Four,Championship,10,North Carolina,0.02
Final Four,Championship,9,Colorado State,0.01
Final Four,Championship,5,Michigan,0.01
Final Four,Championship,4,Texas A&M,0.01
Final Four,Championship,11,Dayton,0.01
Final Four,Championship,8,New Mexico,0.01
Final Four,Championship,6,Drake,0.01
Final Four,Championship,13,Akron,0.01
Final Four,Championship,15,Omaha,0.01
Final Four,Championship,9,Xavier,0.01
Final Four,Championship,5,Oregon,0.01
Final Four,Championship,11,Boise State,0.01
Final Four,Championship,12,Liberty,0.01
Championship,N/A,2,Tennessee,0.09
Championship,N/A,2,Michigan State,0.07
Championship,N/A,2,Saint John's,0.06
Championship,N/A,2,Alabama,0.04
Championship,N/A,4,Iowa State,0.03
Championship,N/A,4,Texas Tech,0.03
Championship,N/A,3,Louisville,0.03
Championship,N/A,3,BYU,0.03
Championship,N/A,4,Maryland,0.03
Championship,N/A,6,Memphis,0.02
Championship,N/A,5,Kentucky,0.02
Championship,N/A,7,Gonzaga,0.02
Championship,N/A,9,Colorado State,0.01
Championship,N/A,5,Michigan,0.01
Championship,N/A,11,Utah State,0.01
Championship,N/A,3,Saint Mary's College,0.01
Championship,N/A,10,North Carolina,0.01
Championship,N/A,5,Connecticut,0.01
