advanced_through,to_reach,seed,team,frequency
Second Round,Sweet 16,12,Colorado St,0.06060606060606061
Second Round,Sweet 16,10,UVA/ASU,0.06060606060606061
Second Round,Sweet 16,14,Charleston,0.06060606060606061
Second Round,Sweet 16,15,FDU,0.06060606060606061
Second Round,Sweet 16,9,Virginia Tech,0.06060606060606061
Second Round,Sweet 16,15,High Point,0.045454545454545456
Second Round,Sweet 16,9,Syracuse,0.045454545454545456
Second Round,Sweet 16,14,UC San Diego,0.045454545454545456
Second Round,Sweet 16,9,Princeton,0.045454545454545456
Second Round,Sweet 16,11,NEB/RICH,0.030303030303030304
Second Round,Sweet 16,9,USC,0.030303030303030304
Second Round,Sweet 16,14,Howard,0.015151515151515152
Second Round,Sweet 16,16,UTSA,0.015151515151515152
Sweet 16,Elite 8,3,Duke,0.3333333333333333
Sweet 16,Elite 8,3,TCU,0.30303030303030304
Sweet 16,Elite 8,3,Ohio State,0.2727272727272727
Sweet 16,Elite 8,3,Louisville,0.22727272727272727
Sweet 16,Elite 8,4,North Carolina,0.18181818181818182
Sweet 16,Elite 8,8,Oklahoma St,0.13636363636363635
Sweet 16,Elite 8,6,Baylor,0.13636363636363635
Sweet 16,Elite 8,5,Michigan St,0.13636363636363635
Sweet 16,Elite 8,11,Rhode Island,0.12121212121212122
Sweet 16,Elite 8,7,NC State,0.12121212121212122
Sweet 16,Elite 8,4,West Virginia,0.12121212121212122
Sweet 16,Elite 8,6,Notre Dame,0.09090909090909091
Sweet 16,Elite 8,6,Alabama,0.09090909090909091
Sweet 16,Elite 8,11,Fairfield,0.07575757575757576
Sweet 16,Elite 8,4,Minnesota,0.07575757575757576
Sweet 16,Elite 8,6,Washington,0.07575757575757576
Sweet 16,Elite 8,10,Colorado,0.07575757575757576
Sweet 16,Elite 8,4,Oklahoma,0.06060606060606061
Sweet 16,Elite 8,10,Villanova,0.06060606060606061
Sweet 16,Elite 8,5,Maryland,0.06060606060606061
Sweet 16,Elite 8,7,Georgia,0.06060606060606061
Sweet 16,Elite 8,8,Iowa State,0.06060606060606061
Sweet 16,Elite 8,7,Illinois,0.045454545454545456
Sweet 16,Elite 8,13,Idaho,0.045454545454545456
Sweet 16,Elite 8,11,S Dakota St,0.045454545454545456
Sweet 16,Elite 8,12,Murray St,0.045454545454545456
Sweet 16,Elite 8,7,Texas Tech,0.045454545454545456
Sweet 16,Elite 8,13,Miami OH,0.045454545454545456
Sweet 16,Elite 8,13,Green Bay,0.030303030303030304
Sweet 16,Elite 8,12,James Madison,0.030303030303030304
Sweet 16,Elite 8,5,Kentucky,0.030303030303030304
Sweet 16,Elite 8,12,Gonzaga,0.030303030303030304
Sweet 16,Elite 8,8,Clemson,0.030303030303030304
Sweet 16,Elite 8,15,FDU,0.030303030303030304
Sweet 16,Elite 8,14,Vermont,0.030303030303030304
Sweet 16,Elite 8,15,Holy Cross,0.030303030303030304
Sweet 16,Elite 8,9,Princeton,0.030303030303030304
Sweet 16,Elite 8,14,Charleston,0.030303030303030304
Sweet 16,Elite 8,14,Howard,0.015151515151515152
Sweet 16,Elite 8,15,High Point,0.015151515151515152
Sweet 16,Elite 8,9,USC,0.015151515151515152
Sweet 16,Elite 8,10,Tennessee,0.015151515151515152
Sweet 16,Elite 8,15,Jacksonville,0.015151515151515152
Sweet 16,Elite 8,10,UVA/ASU,0.015151515151515152
Sweet 16,Elite 8,11,NEB/RICH,0.015151515151515152
Sweet 16,Elite 8,14,UC San Diego,0.015151515151515152
Sweet 16,Elite 8,5,Ole Miss,0.015151515151515152
Elite 8,Final Four,2,Iowa,0.22727272727272727
Elite 8,Final Four,2,Vanderbilt,0.21212121212121213
Elite 8,Final Four,3,TCU,0.19696969696969696
Elite 8,Final Four,2,Michigan,0.18181818181818182
Elite 8,Final Four,2,LSU,0.16666666666666666
Elite 8,Final Four,3,Duke,0.13636363636363635
Elite 8,Final Four,3,Ohio State,0.13636363636363635
Elite 8,Final Four,3,Louisville,0.10606060606060606
Elite 8,Final Four,4,North Carolina,0.09090909090909091
Elite 8,Final Four,8,Oklahoma St,0.07575757575757576
Elite 8,Final Four,4,West Virginia,0.07575757575757576
Elite 8,Final Four,5,Michigan St,0.07575757575757576
Elite 8,Final Four,6,Baylor,0.045454545454545456
Elite 8,Final Four,11,Fairfield,0.030303030303030304
Elite 8,Final Four,12,James Madison,0.030303030303030304
Elite 8,Final Four,7,Illinois,0.030303030303030304
Elite 8,Final Four,6,Alabama,0.030303030303030304
Elite 8,Final Four,10,Villanova,0.015151515151515152
Elite 8,Final Four,15,FDU,0.015151515151515152
Elite 8,Final Four,6,Notre Dame,0.015151515151515152
Elite 8,Final Four,7,Texas Tech,0.015151515151515152
Elite 8,Final Four,10,Colorado,0.015151515151515152
Elite 8,Final Four,12,Gonzaga,0.015151515151515152
Elite 8,Final Four,14,Vermont,0.015151515151515152
Elite 8,Final Four,5,Maryland,0.015151515151515152
Elite 8,Final Four,12,Murray St,0.015151515151515152
Elite 8,Final Four,9,Princeton,0.015151515151515152
Elite 8,Final Four,4,Minnesota,0.015151515151515152
Elite 8,Final Four,5,Ole Miss,0.015151515151515152
Final Four,Championship,2,LSU,0.12121212121212122
Final Four,Championship,2,Vanderbilt,0.10606060606060606
Final Four,Championship,3,Ohio State,0.09090909090909091
Final Four,Championship,3,TCU,0.07575757575757576
Final Four,Championship,2,Iowa,0.06060606060606061
Final Four,Championship,8,Oklahoma St,0.045454545454545456
Final Four,Championship,3,Duke,0.045454545454545456
Final Four,Championship,3,Louisville,0.045454545454545456
Final Four,Championship,4,West Virginia,0.045454545454545456
Final Four,Championship,4,North Carolina,0.030303030303030304
Final Four,Championship,6,Baylor,0.030303030303030304
Final Four,Championship,2,Michigan,0.030303030303030304
Final Four,Championship,7,Illinois,0.015151515151515152
Final Four,Championship,5,Michigan St,0.015151515151515152
Final Four,Championship,12,Murray St,0.015151515151515152
Final Four,Championship,5,Ole Miss,0.015151515151515152
Championship,N/A,2,Vanderbilt,0.045454545454545456
Championship,N/A,2,LSU,0.030303030303030304
Championship,N/A,2,Iowa,0.030303030303030304
Championship,N/A,3,Ohio State,0.015151515151515152
Championship,N/A,3,Louisville,0.015151515151515152
Championship,N/A,3,Duke,0.015151515151515152
